"timestamp","flight","code","track","id","lon","lat","alt","dist"
"1",2015-03-23 13:56:12,"135","AA7757",0,"AA77571350",-118.20936,34.03363,4550,22966.5896672878
"2",2015-03-23 13:56:04,"135","AA7757",0,"AA77571350",-118.20936,34.03363,5000,22966.5896672878
"3",2015-03-23 13:56:03,"135","AA7757",0,"AA77571350",-118.21667,34.03322,5125,22291.3988980233
"4",2015-03-23 13:56:02,"135","AA7757",0,"AA77571350",-118.21667,34.03322,5150,22291.3988980233
"5",2015-03-23 13:56:00,"135","AA7757",0,"AA77571350",-118.21667,34.03322,5175,22291.3988980233
"6",2015-03-23 13:55:57,"135","AA7757",0,"AA77571350",-118.21667,34.03322,5200,22291.3988980233
"7",2015-03-23 13:55:56,"135","AA7757",0,"AA77571350",-118.21777,34.03317,5250,22189.9493766342
"8",2015-03-23 13:55:55,"135","AA7757",0,"AA77571350",-118.2189,34.03313,5250,22085.8796976256
"9",2015-03-23 13:55:54,"135","AA7757",0,"AA77571350",-118.23212,34.03239,5275,20864.9806926445
"10",2015-03-23 13:55:52,"135","AA7757",0,"AA77571350",-118.23212,34.03239,5300,20864.9806926445
"11",2015-03-23 13:55:49,"135","AA7757",0,"AA77571350",-118.23212,34.03239,5325,20864.9806926445
"12",2015-03-23 13:55:43,"135","AA7757",0,"AA77571350",-118.2328,34.03234,5475,20802.0293386372
"13",2015-03-23 13:55:34,"135","AA7757",0,"AA77571350",-118.2431,34.03159,5625,19848.6170175892
"14",2015-03-23 13:55:33,"135","AA7757",0,"AA77571350",-118.24422,34.03152,5625,19745.1008066495
"15",2015-03-23 13:55:32,"135","AA7757",0,"AA77571350",-118.24539,34.03141,5650,19636.473882627
"16",2015-03-23 13:55:26,"135","AA7757",0,"AA77571350",-118.25145,34.03093,5675,19075.0384805054
"17",2015-03-23 13:55:25,"135","AA7757",0,"AA77571350",-118.25254,34.03085,5775,18974.1399494563
"18",2015-03-23 13:55:24,"135","AA7757",0,"AA77571350",-118.25415,34.03075,5775,18825.3512872038
"19",2015-03-23 13:55:20,"135","AA7757",0,"AA77571350",-118.26222,34.03001,5850,18076.3558443382
"20",2015-03-23 13:55:15,"135","AA7757",0,"AA77571350",-118.26382,34.02987,5925,17927.946654045
"21",2015-03-23 13:55:14,"135","AA7757",0,"AA77571350",-118.26855,34.02942,5925,17488.7231803779
"22",2015-03-23 13:55:11,"135","AA7757",0,"AA77571350",-118.26855,34.02942,5975,17488.7231803779
"23",2015-03-23 13:55:05,"135","AA7757",0,"AA77571350",-118.27509,34.02875,6075,16880.7740796714
"24",2015-03-23 13:55:02,"135","AA7757",0,"AA77571350",-118.28525,34.02773,6125,15936.5882463653
"25",2015-03-23 13:54:56,"135","AA7757",0,"AA77571350",-118.28525,34.02773,6175,15936.5882463653
"26",2015-03-23 13:54:55,"135","AA7757",0,"AA77571350",-118.28682,34.02754,6275,15790.2456034406
"27",2015-03-23 13:54:54,"135","AA7757",0,"AA77571350",-118.28755,34.0275,6275,15722.8561640923
"28",2015-03-23 13:54:53,"135","AA7757",0,"AA77571350",-118.28865,34.02736,6300,15620.2294537938
"29",2015-03-23 13:54:51,"135","AA7757",0,"AA77571350",-118.29114,34.02708,6300,15388.4203346612
"30",2015-03-23 13:54:50,"135","AA7757",0,"AA77571350",-118.29317,34.02689,6325,15199.9530560969
"31",2015-03-23 13:54:49,"135","AA7757",0,"AA77571350",-118.29317,34.02689,6350,15199.9530560969
"32",2015-03-23 13:54:48,"135","AA7757",0,"AA77571350",-118.30392,34.02589,6375,14201.9934328045
"33",2015-03-23 13:54:40,"135","AA7757",0,"AA77571350",-118.30392,34.02589,6425,14201.9934328045
"34",2015-03-23 13:54:39,"135","AA7757",0,"AA77571350",-118.30462,34.02582,6525,14136.94330973
"35",2015-03-23 13:54:38,"135","AA7757",0,"AA77571350",-118.30577,34.02571,6525,14030.1433666071
"36",2015-03-23 13:54:37,"135","AA7757",0,"AA77571350",-118.30736,34.02554,6550,13882.2361986266
"37",2015-03-23 13:54:35,"135","AA7757",0,"AA77571350",-118.30965,34.02536,6600,13670.0982463478
"38",2015-03-23 13:54:34,"135","AA7757",0,"AA77571350",-118.31031,34.02525,6600,13608.1632539502
"39",2015-03-23 13:54:28,"135","AA7757",0,"AA77571350",-118.31795,34.02452,6625,12898.6458114643
"40",2015-03-23 13:54:27,"135","AA7757",0,"AA77571350",-118.3329,34.02296,6725,11508.438522012
"41",2015-03-23 13:54:20,"135","AA7757",0,"AA77571350",-118.3329,34.02296,6750,11508.438522012
"42",2015-03-23 13:54:18,"135","AA7757",0,"AA77571350",-118.3329,34.02296,6875,11508.438522012
"43",2015-03-23 13:54:13,"135","AA7757",0,"AA77571350",-118.33794,34.02246,6975,11040.1165233863
"44",2015-03-23 13:54:11,"135","AA7757",0,"AA77571350",-118.33794,34.02246,7000,11040.1165233863
"45",2015-03-23 13:54:10,"135","AA7757",0,"AA77571350",-118.33794,34.02246,7025,11040.1165233863
"46",2015-03-23 13:54:06,"135","AA7757",0,"AA77571350",-118.34415,34.02182,7050,10462.7447636286
"47",2015-03-23 13:54:05,"135","AA7757",0,"AA77571350",-118.34415,34.02182,7125,10462.7447636286
"48",2015-03-23 13:54:04,"135","AA7757",0,"AA77571350",-118.35358,34.02081,7150,9585.46316640542
"49",2015-03-23 13:54:03,"135","AA7757",0,"AA77571350",-118.35358,34.02081,7175,9585.46316640542
"50",2015-03-23 13:53:59,"135","AA7757",0,"AA77571350",-118.35358,34.02081,7225,9585.46316640542
"51",2015-03-23 13:53:57,"135","AA7757",0,"AA77571350",-118.35358,34.02081,7250,9585.46316640542
"52",2015-03-23 13:53:56,"135","AA7757",0,"AA77571350",-118.35594,34.02054,7300,9365.67306041202
"53",2015-03-23 13:53:52,"135","AA7757",0,"AA77571350",-118.35938,34.02019,7325,9045.89605539264
"54",2015-03-23 13:53:51,"135","AA7757",0,"AA77571350",-118.36053,34.02003,7375,8938.4066449029
"55",2015-03-23 13:53:46,"135","AA7757",0,"AA77571350",-118.36733,34.01935,7375,8306.44591362425
"56",2015-03-23 13:53:45,"135","AA7757",0,"AA77571350",-118.36733,34.01935,7425,8306.44591362425
"57",2015-03-23 13:53:44,"135","AA7757",0,"AA77571350",-118.36849,34.01921,7450,8198.3130596414
"58",2015-03-23 13:53:43,"135","AA7757",0,"AA77571350",-118.37111,34.01893,7450,7954.57537990981
"59",2015-03-23 13:53:42,"135","AA7757",0,"AA77571350",-118.37111,34.01893,7475,7954.57537990981
"60",2015-03-23 13:53:40,"135","AA7757",0,"AA77571350",-118.37326,34.01871,7475,7754.69407455866
"61",2015-03-23 13:53:36,"135","AA7757",0,"AA77571350",-118.37826,34.01819,7500,7289.73796571481
